unique_id,year,team,games,o_pts_pg,o_ty_pg,o_py,o_ry,o_fd_g,o_3rdm,o_3rdpct,o_4thm,o_4thpct,o_pen,o_penyds,o_top,d_pts_pg,d_ty_pg,d_py,d_ry,d_int,d_inttd,stp_n,stp_avg,str_pr,str_pr_yds,str_pr_avg,str_kr,str_kr_yds,str_kr_avg
2009_Oklahoma St.,2009,Oklahoma St.,12,30.2,376.3,184.5,191.75,20,64,38.6,10,52.6,7.583333333,63.33333333,0.697222222,21.8,329.9,242.25,87.66666667,1.5,0.166666667,5.583333333,45.1,2.25,29.58333333,13.1,4.583333333,86.41666667,18.9
2009_Baylor,2009,Baylor,12,20.8,342.9,242.3333333,100.5833333,17.3,59,35.3,8,40,7.916666667,65.91666667,0.283333333,27.3,405.6,226.8333333,178.75,0.833333333,0.25,4.666666667,44.7,1.75,19.33333333,11,4.5,98.75,21.9
2009_West Virginia,2009,West Virginia,12,26.6,381.6,198.0833333,183.5,18.8,69,42.6,2,20,5.25,45.25,0.572222222,20.8,330,211.5833333,118.4166667,1.416666667,0.083333333,5.333333333,44.4,2,19.25,9.6,4.583333333,100.75,22
2009_Michigan,2009,Michigan,12,29.5,384.5,198.3333333,186.1666667,19.6,66,39.8,7,36.8,4.833333333,43.08333333,0.201388889,27.5,393.3,221.4166667,171.9166667,0.916666667,0.083333333,4.5,44.2,2.25,19.5,8.7,4.5,107.0833333,23.8
2009_Arizona St.,2009,Arizona St.,12,22.3,334.4,215.1666667,119.25,18.3,52,30.8,12,54.5,9.25,85.58333333,0.551388889,21.1,297.6,189,108.5833333,1.25,0.166666667,5.75,44.2,2.416666667,23.08333333,9.6,4.416666667,83.75,19
2009_New Mexico,2009,New Mexico,12,16.3,315.3,215.0833333,100.25,18.1,56,30.1,16,50,6.583333333,60.33333333,0.338888889,35.9,418.3,253.3333333,165,0.583333333,0.083333333,5.333333333,44,1.583333333,5.666666667,3.6,4.5,86.25,19.2
2009_San Diego St.,2009,San Diego St.,12,23.3,341.9,263.5833333,78.33333333,17.8,71,42.3,5,50,5.583333333,47.5,0.313888889,30.5,382,216.5,165.5,0.916666667,0.083333333,5.083333333,43.8,1.166666667,9.583333333,8.2,5.166666667,102.75,19.9
2009_Virginia Tech,2009,Virginia Tech,12,31.4,388.3,181.8333333,206.4166667,17.8,66,41.8,4,33.3,5.833333333,50.33333333,0.506944444,15.8,300.1,161.4166667,138.6666667,0.916666667,0.083333333,4.75,43.8,2.75,31.08333333,11.3,3.583333333,82.83333333,23.1
2009_Rice,2009,Rice,12,18.3,304.6,195.3333333,109.25,18,56,31.1,11,50,5.75,47.83333333,0.373611111,43.1,464,273.4166667,190.5833333,0.5,0,6.333333333,43.7,1.333333333,17.5,13.1,6.5,138.9166667,21.4
2009_UCLA,2009,UCLA,12,21.3,339.3,222.9166667,116.4166667,17.8,58,34.1,7,50,6.416666667,55.91666667,0.495833333,21.3,338.3,193.9166667,144.4166667,1.666666667,0.25,5.916666667,43.5,2.833333333,25.75,9.1,4,95,23.8
2009_Tulsa,2009,Tulsa,12,29.3,410.1,259.3333333,150.75,20.7,68,39.1,3,18.8,4.833333333,48.5,0.433333333,27.3,397.2,250.1666667,147,0.75,0,5.666666667,43.5,1.75,24.91666667,14.2,5.25,118.6666667,22.6
2009_West. Kentucky,2009,West. Kentucky,12,20.4,321.7,147.9166667,173.75,17.8,46,31.3,6,35.3,7.083333333,57.75,0.475,39.6,478.3,233.4166667,244.8333333,0.583333333,0,4.666666667,43.3,0.666666667,5,7.5,6.75,149.75,22.2
2009_Wyoming,2009,Wyoming,12,16.9,298.7,170.6666667,128,16.8,63,33.9,7,31.8,6.583333333,60.66666667,0.363888889,27.3,395.6,225.0833333,170.5,1,0,6.75,43.2,1.416666667,18.91666667,13.4,3.583333333,79.91666667,22.3
2009_Air Force,2009,Air Force,12,28.3,355.9,82.33333333,273.5833333,19.5,90,43.5,24,68.6,4.916666667,44.58333333,0.631944444,15.3,284.8,148.6666667,136.0833333,1.666666667,0.25,4.416666667,43.2,2,25.66666667,12.8,3.083333333,75.08333333,24.4
2009_Washington St.,2009,Washington St.,12,12,248.6,177.9166667,70.66666667,13.3,40,23.8,7,46.7,6.666666667,56.75,0.191666667,38.5,512,275.5833333,236.4166667,0.833333333,0.166666667,7.166666667,43.2,0.75,5.166666667,6.9,5.25,97.33333333,18.5
2009_Florida,2009,Florida,13,34.7,442.4,217.1538462,225.2307692,22,81,49.1,9,60,6.384615385,49.61538462,0.508974359,11.5,253.1,151.4615385,101.6153846,1.538461538,0.230769231,2.769230769,43.2,3.076923077,23.07692308,7.5,3.076923077,81.15384615,26.4
2009_Navy,2009,Navy,13,27.5,343.8,71.38461538,272.4615385,18.4,83,45.9,17,68,3.538461538,31.15384615,0.721794872,19.9,333.6,207.0769231,126.5384615,1,0,4.153846154,43.1,1.230769231,8.384615385,6.8,3.538461538,65.53846154,18.5
2009_UTEP,2009,UTEP,12,29.8,428.7,277.5833333,151.0833333,21.7,65,41.4,6,40,7.666666667,69.83333333,0.454166667,33.5,446.9,246.0833333,200.8333333,0.916666667,0.083333333,4.333333333,43.1,1.083333333,9.166666667,8.5,5.083333333,108.6666667,21.4
2009_Vanderbilt,2009,Vanderbilt,12,16.3,306.3,146.3333333,160,16.2,68,35.4,6,46.2,6.25,50,0.181944444,23.3,362.8,164.9166667,197.8333333,1,0,6.75,43.1,2.583333333,12.41666667,4.8,4.416666667,98.33333333,22.3
2009_Syracuse,2009,Syracuse,12,21.2,330.4,203.8333333,126.5833333,18.8,47,31.8,5,41.7,6.083333333,51.16666667,0.595833333,27.9,337,235.1666667,101.8333333,0.75,0,5.083333333,43,1.75,12.08333333,6.9,4.5,104.1666667,23.1
2009_Idaho,2009,Idaho,12,31.8,450.9,290.5833333,160.3333333,22.3,70,47.9,10,71.4,6.5,62.5,0.563888889,35.5,424.5,268.9166667,155.5833333,0.583333333,0.083333333,3.583333333,43,1.166666667,12.75,10.9,5.083333333,105.8333333,20.8
2009_Utah,2009,Utah,12,29.3,389.6,220.1666667,169.4166667,18.8,67,39,4,28.6,8,72.08333333,0.558333333,19.7,314.2,172.8333333,141.3333333,1.416666667,0.25,5.75,42.9,3.416666667,28.25,8.3,4.416666667,99,22.4
2009_Penn St.,2009,Penn St.,12,29.7,412.5,238.9166667,173.5833333,21,81,49.7,3,50,4.5,33,0.677777778,11.8,277.1,183.1666667,93.91666667,1.166666667,0.083333333,4.666666667,42.8,2.416666667,12,5,3.166666667,60.75,19.2
2009_Florida Intl.,2009,Florida Intl.,12,22.9,320.9,216.6666667,104.25,18,67,35.1,10,38.5,7.75,62.83333333,0.254166667,35.3,491.6,258.75,232.8333333,0.833333333,0.083333333,6.416666667,42.8,2.083333333,26.83333333,12.9,5.833333333,122.1666667,20.9
2009_Minnesota,2009,Minnesota,12,21.6,295.8,198.25,97.58333333,15.5,59,35.3,4,30.8,6.583333333,55.75,0.409722222,24.6,364.3,217.5833333,146.6666667,1,0,5.916666667,42.8,0.75,11,14.7,4.75,107.5833333,22.6
2009_Connecticut,2009,Connecticut,12,32.1,398.4,225.6666667,172.75,19.8,70,40,12,75,4.25,32.16666667,0.388888889,25,382.4,244.8333333,137.5833333,1,0.083333333,5.166666667,42.8,3.166666667,34.33333333,10.8,4.416666667,113.75,25.8
2009_Missouri,2009,Missouri,12,30.3,417.2,285,132.1666667,20.9,64,36.8,11,57.9,5.75,59.66666667,0.369444444,24.6,358,261.5833333,96.41666667,0.666666667,0.083333333,5.166666667,42.7,2.083333333,19.83333333,9.5,5.25,109.5833333,20.9
2009_UNLV,2009,UNLV,12,24.8,351.3,224.4166667,126.8333333,21.1,77,46.4,8,50,5.25,51.08333333,0.483333333,32.4,456.2,235.5833333,220.5833333,0.416666667,0.083333333,4.5,42.6,0.75,4.916666667,6.6,5.25,117.5833333,22.4
2009_Miami (FL),2009,Miami (FL),12,31.7,412.5,268.0833333,144.4166667,21.8,77,46.4,9,52.9,7.5,56.91666667,0.586111111,22.3,321.3,202.9166667,118.3333333,0.75,0.083333333,4.25,42.5,2.083333333,18.58333333,8.9,4.75,102.9166667,21.7
2009_Georgia Tech,2009,Georgia Tech,13,35.3,442.7,135.5384615,307.1538462,21.4,100,53.5,15,57.7,5.769230769,45.46153846,0.791025641,24.8,357,206.9230769,150.0769231,0.923076923,0.076923077,2.846153846,42.3,1.615384615,21.61538462,13.4,4.153846154,90.46153846,21.8
2009_Arkansas St.,2009,Arkansas St.,12,22.7,328.8,193.5833333,135.25,17.3,48,33.3,8,44.4,7.583333333,60.08333333,0.483333333,23.3,341.4,218.5,122.9166667,0.666666667,0.083333333,4.416666667,42.3,2.833333333,21.25,7.5,4.25,81.58333333,19.2
2009_Rutgers,2009,Rutgers,12,27.5,321.8,183.4166667,138.4166667,16.3,55,32.5,7,38.9,5.916666667,42.83333333,0.594444444,17.4,312.2,203.25,108.9166667,1.25,0.333333333,5.75,42.3,1.75,10.25,5.9,3.083333333,73.5,23.8
2009_Boise St.,2009,Boise St.,13,44.2,460.5,266,194.5384615,22.7,60,38.5,15,75,6.153846154,55.53846154,0.479487179,17.7,299.6,172.7692308,126.8461538,1.923076923,0.307692308,4.384615385,42.3,2.769230769,30.46153846,11,3.384615385,90.15384615,26.6
2009_Utah St.,2009,Utah St.,12,29.1,439.3,246.75,192.5833333,21.3,65,35.9,13,68.4,7.416666667,75.75,0.423611111,34,455.1,249.5833333,205.5,1,0,5.75,42.2,1.833333333,11.25,6.1,4.833333333,112.0833333,23.2
2009_Mississippi,2009,Mississippi,12,30.3,405.6,222.75,182.8333333,20.5,64,40.5,10,55.6,5.166666667,41.41666667,0.452777778,18.6,319.3,179,140.3333333,1.083333333,0.166666667,4.5,42.1,2.333333333,24.33333333,10.4,3.833333333,89,23.2
2009_Tennessee,2009,Tennessee,12,30.6,395.4,225.5833333,169.8333333,21.5,66,40,13,56.5,4.916666667,40.66666667,0.565277778,21,308.8,165.9166667,142.9166667,0.833333333,0.166666667,4.583333333,42.1,1,9.333333333,9.3,4.75,114.0833333,24
2009_Houston,2009,Houston,13,43.9,581.2,450,131.2307692,31.2,94,51.9,13,72.2,4.384615385,40.46153846,0.258974359,28.8,442.7,229.6153846,213.0769231,0.846153846,0.153846154,3.461538462,42,1.230769231,10.84615385,8.8,5.230769231,119.6153846,22.9
2009_Wisconsin,2009,Wisconsin,12,32.8,415.8,209.1666667,206.6666667,21.4,79,47.9,8,66.7,5.25,46.33333333,0.788888889,22.4,310.4,219.9166667,90.5,1.25,0,4.083333333,42,2,14.58333333,7.3,4.166666667,83.25,20
2009_South Carolina,2009,South Carolina,12,21.8,359.3,234.25,125,18.9,67,38.7,10,52.6,6.333333333,54.5,0.575,20.4,304.7,167.6666667,137,0.5,0.083333333,5.75,41.9,1.916666667,15.08333333,7.9,4.5,95.75,21.3
2009_SMU,2009,SMU,12,27.9,379.9,267.1666667,112.75,19.3,44,29.3,4,40,7.416666667,64.91666667,0.572222222,29.1,404,234.8333333,169.1666667,1.416666667,0.083333333,5.833333333,41.9,1.666666667,22.91666667,13.8,4.583333333,100.5,21.9
2009_San Jose St.,2009,San Jose St.,12,13.8,284,207.3333333,76.66666667,16,53,32.1,7,41.2,6.25,45.33333333,0.408333333,34.5,442.9,183.75,259.1666667,0.5,0,6.083333333,41.9,1.25,2.166666667,1.7,5.333333333,98.66666667,18.5
2009_New Mexico St.,2009,New Mexico St.,13,11.5,229.3,87.76923077,141.5384615,12.6,55,30.4,9,45,5.230769231,50.07692308,0.491025641,31.6,423.6,202.9230769,220.6923077,0.538461538,0.076923077,6.230769231,41.8,1.846153846,17.76923077,9.6,4.692307692,97.92307692,20.9
2009_Florida St.,2009,Florida St.,12,29.8,421.9,278.75,143.1666667,21.5,67,45.9,5,45.5,6.833333333,61.91666667,0.519444444,30.8,443.5,240.25,203.25,1.166666667,0.25,3.583333333,41.6,1.916666667,32.5,17,5.583333333,115.8333333,20.7
2009_Michigan St.,2009,Michigan St.,12,29.6,407.1,271.1666667,135.9166667,20.4,56,36.6,6,54.5,6.5,55.41666667,0.405555556,25.1,364.3,251.5833333,112.75,0.583333333,0.083333333,5.25,41.6,1.916666667,16,8.3,4.666666667,119,25.5
2009_California,2009,California,12,29.3,399,223.4166667,175.5833333,20.5,61,37.7,2,25,5.333333333,50.75,0.461111111,24.5,378,260.8333333,117.1666667,0.916666667,0.166666667,5.833333333,41.6,1.666666667,20.58333333,12.4,4.75,96,20.2
2009_Arizona,2009,Arizona,12,29.7,407.5,240,167.5,21.4,74,43.3,10,47.6,5.75,44.5,0.690277778,23.2,315.8,203.9166667,111.9166667,1,0.166666667,4.75,41.5,1.333333333,20.41666667,15.3,4.416666667,110,24.9
2009_Alabama,2009,Alabama,13,31.7,413.8,197.9230769,215.8461538,20.9,74,40.7,10,62.5,4.923076923,43.07692308,0.730769231,11,241.7,163.7692308,77.92307692,1.846153846,0.153846154,4.461538462,41.5,3,45.15384615,15.1,2.538461538,60.84615385,24
2009_Tulane,2009,Tulane,12,16.1,313,207.1666667,105.8333333,17.3,73,43.7,7,38.9,4.916666667,41.41666667,0.518055556,36.7,422.8,218,204.8333333,0.416666667,0,4.083333333,41.4,0.75,4.333333333,5.8,6.416666667,124.5,19.4
2009_Nebraska,2009,Nebraska,13,24.5,317.2,175.9230769,141.2307692,15.9,68,37.2,5,62.5,7.153846154,64.53846154,0.453846154,11.2,284.5,189.0769231,95.46153846,1.538461538,0.153846154,5.923076923,41.4,3.384615385,39.23076923,11.6,2.615384615,61.30769231,23.4
2009_BYU,2009,BYU,12,34.8,437.1,288.9166667,148.1666667,22.8,86,55.5,4,33.3,7,66,0.575,21.7,331.1,219.0833333,112,1.166666667,0,3.5,41.3,2.666666667,14.5,5.4,3.75,72.75,19.4
2009_Nevada,2009,Nevada,12,40.6,521.6,159.3333333,362.25,24.4,75,51,11,73.3,6.666666667,61,0.602777778,27.2,398.9,284.25,114.6666667,0.666666667,0,3.75,41.1,1.5,4.583333333,3.1,3.916666667,92.66666667,23.7
2009_Illinois,2009,Illinois,12,24.2,393.5,193.0833333,200.4166667,19.8,68,39.1,12,66.7,6.5,61.16666667,0.484722222,30.2,403.3,248.8333333,154.4166667,0.416666667,0.083333333,5.333333333,41.1,0.916666667,5,5.5,4.75,91.75,19.3
2009_Kansas,2009,Kansas,12,29.4,422.4,310.3333333,112.0833333,23.4,76,43.4,11,73.3,6,48.83333333,0.568055556,28.4,383.3,245,138.25,0.583333333,0.083333333,4.416666667,41.1,2,14.25,7.1,4.666666667,100.5,21.5
2009_Pittsburgh,2009,Pittsburgh,12,33.2,399.9,215.3333333,184.5833333,19.3,68,43.3,7,53.8,5.25,52.5,0.588888889,20,323.9,215.5,108.4166667,1.25,0.083333333,3.666666667,41.1,1.833333333,14.08333333,7.7,4.083333333,89.58333333,21.9
2009_Colorado St.,2009,Colorado St.,12,21.7,350.8,206.5833333,144.25,18.5,53,35.3,9,50,5.75,52,0.5,29.8,387.8,235.6666667,152.0833333,0.916666667,0.083333333,4.333333333,40.9,1.083333333,9,8.3,5,114.9166667,23
2009_Stanford,2009,Stanford,12,36.2,441.4,217.0833333,224.3333333,21.8,69,47.6,10,62.5,5.25,50.66666667,0.695833333,26.2,396.5,252,144.5,0.666666667,0.166666667,3.083333333,40.9,2.5,19.08333333,7.6,4.916666667,133.9166667,27.2
2009_Iowa,2009,Iowa,12,23.1,330.8,221.3333333,109.4166667,17.6,65,38.2,2,20,4.416666667,35.16666667,0.570833333,15.5,286.7,164.6666667,122,1.833333333,0.083333333,5.083333333,40.9,2.5,18.75,7.5,3.333333333,76.5,23
2009_Texas,2009,Texas,13,40.7,432.4,279.6923077,152.6923077,24.2,89,46.1,8,57.1,6.615384615,56.92307692,0.529487179,15.2,251.8,188.9230769,62.92307692,1.923076923,0.307692308,4.769230769,40.8,2.230769231,30.38461538,13.6,3.307692308,86.07692308,26
2009_Troy,2009,Troy,12,33.1,478.5,331,147.5,23.4,67,40.9,4,23.5,8.166666667,68.75,0.388888889,28.6,417.9,277.75,140.1666667,0.833333333,0.083333333,4.666666667,40.8,2.5,8.833333333,3.5,5.166666667,108.75,21
2009_Texas Tech,2009,Texas Tech,12,36.7,462.6,380.6666667,81.91666667,25.3,64,41,20,69,9.25,79.91666667,0.390277778,21.8,348.8,223.75,125,0.833333333,0,3.833333333,40.7,2.083333333,20.41666667,9.8,3.916666667,95.66666667,24.4
2009_Boston Coll.,2009,Boston Coll.,12,25.8,324.9,184.4166667,140.5,16.3,48,30,7,70,5,44.25,0.468055556,19.4,318.4,214,104.4166667,1.25,0.083333333,6.583333333,40.7,1.166666667,14.25,12.2,3.666666667,77.66666667,21.2
2009_Cincinnati,2009,Cincinnati,12,39.8,464.3,320.3333333,143.9166667,20.9,54,42.5,6,60,5,45.75,0.151388889,20.8,350.3,209.25,141,1.416666667,0,4.25,40.7,1.583333333,20.58333333,13,4.5,128.3333333,28.5
2009_Washington,2009,Washington,12,26.1,375.5,236.5,139,20.3,78,46.2,9,56.3,6.916666667,59.08333333,0.534722222,26.7,389.5,240.6666667,148.8333333,0.666666667,0.083333333,4.333333333,40.6,0.916666667,8.666666667,9.5,5.25,97.75,18.6
2009_South Florida,2009,South Florida,12,26.4,362.3,192.8333333,169.4166667,17.3,65,41.4,10,71.4,7.25,60.08333333,0.497222222,21.2,328.8,191,137.75,1.166666667,0.083333333,4.833333333,40.6,1.583333333,10.08333333,6.4,4,78.83333333,19.7
2009_Kent St.,2009,Kent St.,12,19.3,327.7,213.0833333,114.5833333,16.9,48,28.9,7,43.8,6.5,56.66666667,0.415277778,22.4,356,218.9166667,137.0833333,1.25,0,6.333333333,40.6,1.833333333,20,10.9,4.416666667,93.16666667,21.1
2009_LA Lafayette,2009,LA Lafayette,12,22.2,361.8,224.8333333,136.9166667,20,78,42.4,12,63.2,5.5,49.16666667,0.5125,30.3,404.3,222.4166667,181.9166667,1.333333333,0.083333333,5.5,40.6,1.25,12,9.6,4.333333333,78.25,18.1
2009_Auburn,2009,Auburn,12,32.9,432.3,218.5,213.8333333,20.7,67,40.9,4,30.8,7.083333333,58.91666667,0.354166667,26.9,353.5,191.8333333,161.6666667,1.416666667,0.333333333,5.583333333,40.5,2,8.916666667,4.5,5.25,124.4166667,23.7
2009_Louisville,2009,Louisville,12,18.1,334.1,208.9166667,125.1666667,17.8,63,36.8,8,40,6.583333333,57.58333333,0.443055556,26.3,371.1,206,165.0833333,0.916666667,0.083333333,4.833333333,40.5,1.416666667,16.08333333,11.4,4.083333333,98.5,24.1
2009_Oregon,2009,Oregon,12,37.7,424.7,188.5833333,236.0833333,20.9,57,36.3,13,65,7.25,62.16666667,0.247222222,23.6,329.4,202.75,126.6666667,1.166666667,0.166666667,5.083333333,40.5,2.333333333,28,12,4.75,117.8333333,24.8
2009_North Carolina,2009,North Carolina,12,24.3,311.4,174.25,137.1666667,17.5,63,36.4,8,61.5,6.083333333,54.75,0.536111111,16.9,267.8,174.9166667,92.83333333,1.583333333,0.25,5.416666667,40.3,2.416666667,31.33333333,13,3.416666667,70.33333333,20.6
2009_Iowa St.,2009,Iowa St.,12,21.1,359.4,182.0833333,177.3333333,19.2,73,41.2,7,63.6,5.25,49.33333333,0.336111111,22.6,414.3,245,169.3333333,1.416666667,0,5.583333333,40.3,2.333333333,13,5.6,4.333333333,92.91666667,21.4
2009_Indiana,2009,Indiana,12,23.5,365,247.9166667,117.0833333,18.1,68,39.1,8,53.3,5.833333333,49.83333333,0.456944444,29.5,401,241.9166667,159.0833333,1.333333333,0,5.083333333,40.2,0.833333333,8.583333333,10.3,4.5,110.6666667,24.6
2009_Oregon St.,2009,Oregon St.,12,32.4,419.4,275.25,144.1666667,21.8,79,47.3,9,75,7.5,56.41666667,0.669444444,23.4,352.9,238.6666667,114.25,0.666666667,0,4.25,40.1,2,15.91666667,8,3.916666667,85.75,21.9
2009_Florida Atlantic,2009,Florida Atlantic,12,27.4,432.1,279.6666667,152.4166667,24.3,74,44.8,8,40,8.25,71.41666667,0.638888889,33.8,453.2,232.5833333,220.5833333,0.416666667,0.083333333,4.083333333,40,1.75,8.333333333,4.8,5.25,99.08333333,18.9
2009_Ball St.,2009,Ball St.,12,19.2,295.3,134.4166667,160.9166667,15.6,56,34.4,9,47.4,5.166666667,43.58333333,0.394444444,28.2,386.7,234.3333333,152.3333333,0.833333333,0,4.75,40,1.833333333,16,8.7,4.583333333,93.75,20.5
2009_Kentucky,2009,Kentucky,12,27.2,336.1,142.8333333,193.25,19.2,69,39,15,75,4.583333333,40.58333333,0.504166667,22.8,362.9,179.75,183.1666667,1.333333333,0.25,5.333333333,40,2.25,28.16666667,12.5,4.666666667,108.5,23.3
2009_Maryland,2009,Maryland,12,21.3,316.4,210.6666667,105.75,16.2,68,36.6,11,44,5.5,46.08333333,0.397222222,31.3,396.3,245.5,150.8333333,0.833333333,0.083333333,5.333333333,40,2.333333333,14,6,5.5,123.4166667,22.4
2009_East. Michigan,2009,East. Michigan,12,16.4,278.3,152.0833333,126.25,14.7,65,37.8,9,52.9,5.666666667,50.75,0.566666667,38.3,427.3,150.5,276.75,1,0,5.416666667,39.9,1.25,6.166666667,4.9,6,121.9166667,20.3
2009_Northern Illinois,2009,Northern Illinois,12,30.8,354.1,151.6666667,202.4166667,18.4,73,44.8,7,70,5.583333333,48.16666667,0.626388889,21.2,325.1,204.5833333,120.5,0.666666667,0.166666667,4.666666667,39.8,2,19,9.5,4.416666667,96.66666667,21.9
2009_Mississippi St.,2009,Mississippi St.,12,25.6,371.9,144.3333333,227.5833333,19.1,53,33.3,14,56,5.583333333,49.16666667,0.647222222,26.8,366,220,146,1.416666667,0.416666667,4.166666667,39.7,1.25,12.58333333,10.1,5.083333333,126.1666667,24.8
2009_Virginia,2009,Virginia,12,19.3,269.6,170.5,99.08333333,15.5,60,33.9,2,14.3,5.666666667,54.91666667,0.268055556,26.3,358.4,184.5833333,173.8333333,1,0.166666667,6.416666667,39.5,2.5,15.75,6.3,5.25,97.58333333,18.6
2009_Purdue,2009,Purdue,12,27.8,391.3,255.25,136.0833333,19.7,75,42.4,6,35.3,5.333333333,41.25,0.483333333,29.1,376.6,203.1666667,173.4166667,1,0,4.583333333,39.3,2.166666667,17.91666667,8.3,4.833333333,100.0833333,20.7
2009_Kansas St.,2009,Kansas St.,12,23,349.3,169.4166667,179.9166667,18.5,57,34.5,13,56.5,7,60.25,0.815277778,23.3,339.9,234.5,105.4166667,1.083333333,0.083333333,4.5,39.3,2.083333333,21.66666667,10.4,4.166666667,109.6666667,26.3
2009_Army,2009,Army,12,15.3,275.3,71.75,203.5833333,14.6,50,28.9,7,46.7,5.416666667,43.08333333,0.6625,21.9,305.2,152.8333333,152.3333333,1.083333333,0.083333333,6,39.2,2.166666667,11.58333333,5.3,3.833333333,74.08333333,19.3
2009_Hawaii,2009,Hawaii,13,22.8,437.5,337,100.4615385,21.5,67,45,2,11.8,6,50.15384615,0.384615385,29.5,404.5,202.6923077,201.8461538,0.923076923,0,3.230769231,39.2,1.769230769,11.53846154,6.5,5.230769231,118,22.6
2009_USC,2009,USC,12,26.7,385,211.6666667,173.3333333,18.1,50,34.5,7,41.2,7,63.41666667,0.394444444,20.4,342.8,211.8333333,131,0.916666667,0.166666667,5.25,39.2,2.333333333,31.75,13.6,4.166666667,78.58333333,18.9
2009_Duke,2009,Duke,12,25.2,368.5,305,63.5,19.1,68,37.2,11,55,4.916666667,44.16666667,0.469444444,28.3,368.6,215.75,152.8333333,0.666666667,0.166666667,5,39.1,1.583333333,9.75,6.2,5.166666667,114.5833333,22.2
2009_North Texas,2009,North Texas,12,26.6,408.7,223.4166667,185.25,20.8,69,42.1,4,30.8,6.666666667,57.91666667,0.563888889,35.6,412.3,216.75,195.5833333,0.583333333,0,4.583333333,39,0.916666667,5.416666667,5.9,5.166666667,115.1666667,22.3
2009_W. Michigan,2009,W. Michigan,12,24.7,387.8,275.5,112.3333333,21.2,74,41.6,11,44,4.833333333,42.25,0.423611111,27.5,418.8,240.5,178.3333333,0.916666667,0,4.916666667,39,1.916666667,14.33333333,7.5,4.416666667,96.08333333,21.8
2009_LSU,2009,LSU,12,25.5,309.7,180.0833333,129.5833333,18.1,58,39.2,3,25,6.333333333,47.41666667,0.3625,16,326.6,192.4166667,134.1666667,1.083333333,0.166666667,5.25,38.9,2.25,42.41666667,18.9,3.916666667,75,19.1
2009_Marshall,2009,Marshall,12,21.8,355.3,216.5,138.75,19.1,73,41.7,3,30,7.333333333,68.58333333,0.670833333,24.9,392.5,247.4166667,145.0833333,0.75,0,5.583333333,38.9,2.166666667,26,12,4.75,79.75,16.8
2009_Wake Forest,2009,Wake Forest,12,26.3,403.4,271.5833333,131.8333333,22.3,77,44,7,53.8,5.833333333,51.5,0.65,26.3,383.1,218.75,164.3333333,0.75,0.083333333,4.5,38.9,1.083333333,4.916666667,4.5,4.083333333,90.5,22.2
2009_Middle Tenn. St.,2009,Middle Tenn. St.,12,31.2,419.3,238.0833333,181.25,19.1,65,33.5,7,35,6.25,56.83333333,0.284722222,23,351.6,213.6666667,137.9166667,1.583333333,0.166666667,6.833333333,38.8,2,12.91666667,6.5,4.75,93.25,19.6
2009_Clemson,2009,Clemson,13,31.9,365.5,195.9230769,169.6153846,17.8,70,38.7,4,26.7,4.769230769,42.61538462,0.311538462,21,317.2,166.8461538,150.3076923,1.615384615,0.076923077,4.461538462,38.7,2,28.76923077,14.4,3.538461538,84.15384615,23.8
2009_LA Monroe,2009,LA Monroe,12,25.6,392.3,208.4166667,183.9166667,19.9,73,43.2,7,77.8,7.5,61.08333333,0.694444444,27.3,347,236.9166667,110.0833333,1.083333333,0,5,38.6,2,9,4.5,4.916666667,96.75,19.7
2009_Colorado,2009,Colorado,12,22.3,314.3,226.4166667,87.91666667,18.3,68,35.8,12,48,8.916666667,75.58333333,0.502777778,28.8,363,201.8333333,161.1666667,0.75,0.083333333,5.583333333,38.6,2.5,8.333333333,3.3,5.166666667,123.3333333,23.9
2009_Southern Miss,2009,Southern Miss,12,33,418.3,232,186.25,22.3,63,40.1,10,55.6,7.583333333,72,0.411111111,24.5,387.7,266.1666667,121.5,1,0,4.5,38.5,2.666666667,30.58333333,11.5,5.333333333,132.1666667,24.8
2009_Louisiana Tech,2009,Louisiana Tech,12,29.2,372.3,188.0833333,184.1666667,20.2,70,41.9,9,56.3,5.916666667,54.83333333,0.461111111,25.8,368.2,205.5,162.6666667,1.083333333,0.333333333,5.333333333,38.4,1,12.33333333,12.3,5,105.0833333,21
2009_Arkansas,2009,Arkansas,12,37.3,439.3,303.3333333,136,20.3,54,36.2,9,52.9,6.916666667,54.5,0.443055556,25.8,401.8,251.75,150.0833333,1.083333333,0.166666667,5.333333333,38.4,1.166666667,10.83333333,9.3,4.5,106.9166667,23.8
2009_Ohio St.,2009,Ohio St.,12,29.3,364.8,165.9166667,198.9166667,18.7,70,40.7,3,37.5,5.5,43.5,0.554166667,12.2,262.5,179.0833333,83.41666667,2,0.166666667,5.166666667,38.2,3.333333333,26.58333333,8,3.166666667,70.75,22.3
2009_Cent. Michigan,2009,Cent. Michigan,13,33.2,416.9,244.7692308,172.1538462,23.8,86,50.9,4,44.4,5.384615385,51.76923077,0.508974359,17.2,326.7,207.3846154,119.3076923,0.846153846,0.076923077,3.923076923,38.1,1.538461538,20.76923077,13.5,3.769230769,78.53846154,20.8
2009_Miami (OH),2009,Miami (OH),12,15.6,343.5,273.4166667,70.08333333,20.9,71,39,11,50,6.25,50.41666667,0.629166667,34.2,377.3,190.4166667,186.9166667,0.5,0.083333333,5.416666667,37.8,1.583333333,12.41666667,7.8,5.583333333,86.58333333,15.5
